"Wavelength, nm",E-490 W/m2/nm
2320,6.77E-02
2322,6.68E-02
2324,6.54E-02
2326,6.56E-02
2328,6.63E-02
2330,6.62E-02
2332,6.58E-02
2334,6.57E-02
2336,6.54E-02
2338,6.50E-02
2340,6.52E-02
2342,6.54E-02
2344,6.51E-02
2346,6.49E-02
2348,6.47E-02
2350,6.45E-02
2352,6.29E-02
2354,6.24E-02
2356,6.28E-02
2358,6.27E-02
2360,6.31E-02
2362,6.31E-02
2364,6.30E-02
2366,6.28E-02
2368,6.26E-02
2370,6.21E-02
2372,6.21E-02
2374,6.07E-02
2376,6.16E-02
2378,6.19E-02
2380,6.17E-02
2382,6.10E-02
2384,5.89E-02
2386,5.91E-02
2388,6.00E-02
2390,6.03E-02
2392,6.01E-02
2394,6.00E-02
2396,6.00E-02
2398,5.99E-02
2400,5.94E-02
2402,5.97E-02
2404,5.95E-02
2406,5.92E-02
2408,5.92E-02
2410,5.90E-02
2412,5.89E-02
2414,5.73E-02
2416,5.60E-02
2418,5.75E-02
2420,5.77E-02
2422,5.77E-02
2424,5.73E-02
2426,5.72E-02
2428,5.71E-02
2430,5.71E-02
2432,5.70E-02
2434,5.64E-02
2436,5.62E-02
2438,5.60E-02
2440,5.64E-02
2442,5.62E-02
2444,5.60E-02
2446,5.50E-02
2448,5.46E-02
2450,5.46E-02
2452,5.43E-02
2454,5.46E-02
2456,5.37E-02
2458,5.39E-02
2460,5.46E-02
2462,5.44E-02
2464,5.44E-02
2466,5.41E-02
2468,5.39E-02
2470,5.29E-02
2472,5.33E-02
2474,5.31E-02
2476,5.34E-02
2478,5.30E-02
2480,5.18E-02
2482,5.14E-02
2484,5.22E-02
2486,5.16E-02
2488,5.17E-02
2490,5.23E-02
2492,5.20E-02
2494,5.18E-02
2496,5.15E-02
2498,5.15E-02
2500,5.16E-02
2520,4.98E-02
2540,4.81E-02
2560,4.67E-02
2580,4.55E-02
2600,4.46E-02
2620,4.31E-02
2640,4.21E-02
2660,4.08E-02
2680,3.97E-02
2700,3.87E-02
2720,3.76E-02
2740,3.66E-02
2760,3.55E-02
2780,3.47E-02
2800,3.39E-02
2820,3.30E-02
2840,3.21E-02
2860,3.12E-02
2880,3.03E-02
2900,2.97E-02
2920,2.89E-02
2940,2.82E-02
2960,2.75E-02
2980,2.68E-02
3000,2.61E-02
3020,2.55E-02
3040,2.47E-02
3060,2.42E-02
3080,2.36E-02
3100,2.31E-02
3120,2.25E-02
3140,2.20E-02
3160,2.14E-02
3180,2.10E-02
3200,2.05E-02
3220,2.00E-02
3240,1.95E-02
3260,1.91E-02
3280,1.86E-02
3300,1.80E-02
3320,1.77E-02
3340,1.74E-02
3360,1.70E-02
3380,1.66E-02
3400,1.62E-02
3420,1.58E-02
3440,1.55E-02
3460,1.52E-02
3480,1.49E-02
3500,1.46E-02
3520,1.43E-02
3540,1.39E-02
3560,1.36E-02
3580,1.33E-02
3600,1.31E-02
3620,1.28E-02
3640,1.25E-02
3660,1.22E-02
3680,1.19E-02
3700,1.16E-02
3720,1.15E-02
3740,1.11E-02
3760,1.10E-02
3780,1.08E-02
3800,1.06E-02
3820,1.04E-02
3840,1.02E-02
3860,9.98E-03
3880,9.78E-03
3900,9.60E-03
3920,9.43E-03
3940,9.23E-03
3960,9.03E-03
3980,8.86E-03
4000,8.67E-03
4020,8.56E-03
4040,8.39E-03
4060,8.22E-03
4080,8.05E-03
4100,7.89E-03
4120,7.74E-03
4140,7.59E-03
4160,7.44E-03
4180,7.29E-03
4200,7.15E-03
4220,7.02E-03
4240,6.88E-03
4260,6.75E-03
4280,6.62E-03
4300,6.50E-03
4320,6.37E-03
4340,6.25E-03
4360,6.14E-03
4380,6.02E-03
4400,5.91E-03
4420,5.80E-03
4440,5.70E-03
4460,5.59E-03
4480,5.49E-03
4500,5.39E-03
4520,5.30E-03
4540,5.20E-03
4560,5.11E-03
4580,5.02E-03
4600,4.93E-03
4620,4.84E-03
4640,4.76E-03
4660,4.67E-03
4680,4.59E-03
4700,4.51E-03
4720,4.44E-03
4740,4.36E-03
4760,4.29E-03
4780,4.21E-03
4800,4.14E-03
4820,4.07E-03
4840,4.00E-03
4860,3.94E-03
4880,3.87E-03
4900,3.81E-03
4920,3.74E-03
4940,3.68E-03
4960,3.62E-03
4980,3.56E-03
5000,3.50E-03
5050,3.39E-03
5100,3.27E-03
5150,3.15E-03
5200,3.03E-03
5250,2.92E-03
5300,2.82E-03
5350,2.72E-03
5400,2.62E-03
5450,2.53E-03
5500,2.44E-03
5550,2.36E-03
5600,2.28E-03
5650,2.20E-03
5700,2.12E-03
5750,2.05E-03
5800,1.99E-03
5850,1.92E-03
5900,1.86E-03
5950,1.80E-03
6000,1.74E-03
6050,1.69E-03
6100,1.63E-03
6150,1.58E-03
6200,1.53E-03
6250,1.49E-03
6300,1.44E-03
6350,1.40E-03
6400,1.36E-03
6450,1.32E-03
6500,1.28E-03
6550,1.24E-03
6600,1.20E-03
6650,1.17E-03
6700,1.14E-03
6750,1.10E-03
6800,1.07E-03
6850,1.04E-03
6900,1.01E-03
6950,9.86E-04
7000,9.59E-04
7050,9.33E-04
7100,9.08E-04
7150,8.84E-04
7200,8.60E-04
7250,8.37E-04
7300,8.15E-04
7350,7.94E-04
7400,7.74E-04
7450,7.54E-04
7500,7.34E-04
7550,7.16E-04
7600,6.98E-04
7650,6.80E-04
7700,6.63E-04
7750,6.47E-04
7800,6.31E-04
7850,6.16E-04
7900,6.01E-04
7950,5.86E-04
8000,5.72E-04
8050,5.59E-04
8100,5.45E-04
8150,5.32E-04
8200,5.20E-04
8250,5.08E-04
8300,4.96E-04
8350,4.85E-04
8400,4.74E-04
8450,4.63E-04
8500,4.53E-04
8550,4.42E-04
8600,4.32E-04
8650,4.23E-04
8700,4.14E-04
8750,4.04E-04
8800,3.96E-04
8850,3.87E-04
8900,3.79E-04
8950,3.71E-04
9000,3.63E-04
9050,3.55E-04
9100,3.48E-04
9150,3.40E-04
9200,3.33E-04
9250,3.26E-04
9300,3.20E-04
9350,3.13E-04
9400,3.07E-04
9450,3.00E-04
9500,2.94E-04
9550,2.88E-04
9600,2.83E-04
9650,2.77E-04
9700,2.71E-04
9750,2.66E-04
9800,2.61E-04
9850,2.56E-04
9900,2.51E-04
9950,2.46E-04
10000,2.41E-04
11000,1.64E-04
12000,1.15E-04
13000,8.34E-05
14000,6.19E-05
15000,4.69E-05
16000,3.61E-05
17000,2.83E-05
18000,2.25E-05
19000,1.81E-05
20000,1.47E-05
25000,6.05E-06
30000,2.93E-06
35000,1.58E-06
40000,9.31E-07
50000,3.83E-07
60000,1.85E-07
80000,5.88E-08
100000,2.42E-08
120000,1.17E-08
150000,4.81E-09
200000,1.53E-09
250000,6.28E-10
300000,2.95E-10
400000,1.01E-10
1000000,3.38E-12
